code,description,last_updated
"20001003Colorectal cancer screening; alternative to g0105, screening colonoscopy,",Colon ca scrn; barium enema,2025-09-12
21001003Colorectal cancer screening; colonoscopy on individual not meeting criteria for,Colon ca scrn not hi rsk ind,2025-09-12
22001003Colorectal cancer screening; barium enema,Colon ca scrn; barium enema,2025-09-12
"23001003Screening cytopathology, cervical or vaginal (any reporting system), collected",Screen cerv/vag thin layer,2025-09-12
"24001003Screening cytopathology, cervical or vaginal (any reporting system), collected",Screen c/v thin layer by md,2025-09-12
"27001003Trimming of dystrophic nails, any number",Trim nail(s),2025-09-12
28001003Direct (face-to-face with patient) skilled nursing services of a registered,Corf skilled nursing service,2025-09-12
29001003Occupational therapy services requiring the skills of a qualified occupational,Php/iop ot service,2025-09-12
"30001003Single energy x-ray absorptiometry (sexa) bone density study, one or more",Single energy x-ray study,2025-09-12
"36001003Administration of a standardized, evidence-based social determinants of health",Adm of soc dtr assess 5-15 m,2025-09-12
"37001003Intensive outpatient services; weekly bundle, minimum of 9 services over a 7","Inten outpt svs,min 9 pr 7 d",2025-09-12
"38001003Intravenous infusion of cipaglucosidase alfa-atga, including provider/supplier",Iv cipaglucosidase alfa-atga,2025-09-12
40001003Principal illness navigation - peer support by certified or trained auxiliary,Nav srv peer sup 60 min pr m,2025-09-12
"41001003Screening cytopathology smears, cervical or vaginal, performed by automated","Scr c/v cyto,autosys and md",2025-09-12
"43001003Screening cytopathology, cervical or vaginal (any reporting system), collected","Scr c/v cyto,thinlayer,rescr",2025-09-12
"44001003Screening cytopathology, cervical or vaginal (any reporting system), collected","Scr c/v cyto,thinlayer,rescr",2025-09-12
"45001003Screening cytopathology, cervical or vaginal (any reporting system), collected","Scr c/v cyto,thinlayer,rescr",2025-09-12
"46001003Principal illness navigation - peer support, additional 30 minutes per calendar",Nav srv peer sup add 30 pr m,2025-09-12
"47001003Screening cytopathology smears, cervical or vaginal, performed by automated","Scr c/v cyto, automated sys",2025-09-12
"48001003Screening cytopathology smears, cervical or vaginal, performed by automated","Scr c/v cyto, autosys, rescr",2025-09-12
51001003Services performed by a qualified physical therapist in the home health or,"Hhcp-serv of pt,ea 15 min",2025-09-12
52001003Services performed by a qualified occupational therapist in the home health or,"Hhcp-serv of ot,ea 15 min",2025-09-12
53001003Services performed by a qualified speech-language pathologist in the home,"Hhcp-svs of s/l path,ea 15mn",2025-09-12
54001003Direct skilled nursing services of a licensed nurse (lpn or rn) in the home,"Hhcp-svs of rn,ea 15 min",2025-09-12
"55001003Services of clinical social worker in home health or hospice settings, each 15","Hhcp-svs of csw,ea 15 min",2025-09-12
"56001003Services of home health/hospice aide in home health or hospice settings, each","Hhcp-svs of aide,ea 15 min",2025-09-12
57001003Services performed by a qualified physical therapist assistant in the home,Hhc pt assistant ea 15,2025-09-12
58001003Services performed by a qualified occupational therapist assistant in the home,Hhc ot assistant ea 15,2025-09-12
"59001003Services performed by a qualified physical therapist, in the home health",Hhc pt maint ea 15 min,2025-09-12
"60001003Services performed by a qualified occupational therapist, in the home health",Hhc occup therapy ea 15,2025-09-12
"61001003Services performed by a qualified speech-language pathologist, in the home",Hhc slp ea 15 min,2025-09-12
62001003Skilled services by a registered nurse (rn) for management and evaluation of,"Hhc rn e&m plan svs, 15 min",2025-09-12
63001003Skilled services of a licensed nurse (lpn or rn) for the observation and,Hhc lpn/rn obs/asses ea 15,2025-09-12
"64001003Skilled services of a licensed nurse (lpn or rn), in the training and/or",Hhc lis nurse train ea 15,2025-09-12
"66001003External counterpulsation, per treatment session","Extrnl counterpulse, per tx",2025-09-12
68001003Wound closure utilizing tissue adhesive(s) only,Wound closure by adhesive,2025-09-12
"73001003Linear accelerator based stereotactic radiosurgery, complete course of therapy",Linear acc stereo radsur com,2025-09-12
75001003Scheduled interdisciplinary team conference (minimum of three exclusive of,"Opps service,sched team conf",2025-09-12
"76001003Activity therapy, such as music, dance, art or play therapies not for",Opps/php/iop; activity thrpy,2025-09-12
77001003Training and educational services related to the care and treatment of,Opps/php/iop; train & educ,2025-09-12
79001003Physician or allowed practitioner re-certification for medicare-covered home,Md recertification hha pt,2025-09-12
80001003Physician or allowed practitioner certification for medicare-covered home,Md certification hha patient,2025-09-12
81001003Physician or allowed practitioner supervision of a patient receiving,Home health care supervision,2025-09-12
82001003Physician supervision of a patient under a medicare-approved hospice (patient,Hospice care supervision,2025-09-12
"83001003Quantitative software measurements of cardiac volume, cardiac chambers volumes",Software meas of cardiac vol,2025-09-12
"86001003Destruction of localized lesion of choroid (for example, choroidal","Dstry eye lesn,fdr vssl tech",2025-09-12
"02001003Screening mammography, bilateral (2-view study of each breast), including",Scr mammo bi incl cad,2025-09-12
"04001003Diagnostic mammography, including computer-aided detection (cad) when",Dx mammo incl cad bi,2025-09-12
"06001003Diagnostic mammography, including computer-aided detection (cad) when",Dx mammo incl cad uni,2025-09-12
19001003Pet imaging whole body; melanoma for non-covered indications,Pet img wholbod melano nonco,2025-09-12
"35001003Pet imaging, any site, not otherwise specified",Pet not otherwise specified,2025-09-12
37001003Therapeutic procedures to increase strength or endurance of respiratory,Therapeutic procd strg endur,2025-09-12
"38001003Therapeutic procedures to improve respiratory function, other than described by","Oth resp proc, indiv",2025-09-12
39001003Therapeutic procedures to improve respiratory function or increase strength or,"Oth resp proc, group",2025-09-12
45001003Initial physician evaluation and management of a diabetic patient with diabetic,Initial foot exam pt lops,2025-09-12
46001003Follow-up physician evaluation and management of a diabetic patient with,Followup eval of foot pt lop,2025-09-12
47001003Routine foot care by a physician of a diabetic patient with diabetic sensory,Routine footcare pt w lops,2025-09-12
"48001003Demonstration, prior to initiation of home inr monitoring, for patient with",Demonstrate use home inr mon,2025-09-12
49001003Provision of test materials and equipment for home inr monitoring of patient,Provide inr test mater/equip,2025-09-12
"50001003Physician review, interpretation, and patient management of home inr testing",Md inr test revie inter mgmt,2025-09-12
"51001003Linear accelerator based stereotactic radiosurgery, delivery including",Linear acc based stero radio,2025-09-12
"52001003Pet imaging, full and partial-ring pet scanners only, for initial diagnosis of",Pet imaging initial dx,2025-09-12
"55001003Current perception threshold/sensory nerve conduction test, (snct) per limb,",Current percep threshold tst,2025-09-12
57001003Unscheduled or emergency dialysis treatment for an esrd patient in a hospital,Unsched dialysis esrd pt hos,2025-09-12
59001003Injection procedure for sacroiliac joint; arthrography,Inject for sacroiliac joint,2025-09-12
"60001003Injection procedure for sacroiliac joint; provision of anesthetic, steroid",Inj for sacroiliac jt anesth,2025-09-12
68001003Removal of impacted cerumen (one or both ears) by physician on same date of,Removal of impacted wax md,2025-09-12
"69001003Placement of occlusive device into either a venous or arterial access site,",Occlusive device in vein art,2025-09-12
70001003Medical nutrition therapy; reassessment and subsequent intervention(s),Mnt subs tx for change dx,2025-09-12
"71001003Medical nutrition therapy, reassessment and subsequent intervention(s)",Group mnt 2 or more 30 mins,2025-09-12
"76001003Blinded procedure for lumbar stenosis, percutaneous image-guided lumbar",Pild/placebo control clin tr,2025-09-12
"77001003Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval","Hbot, full body chamber, 30m",2025-09-12
"78001003Iliac and/or femoral artery angiography, non-selective, bilateral or","Iliac art angio,cardiac cath",2025-09-12
"79001003Diagnostic digital breast tomosynthesis, unilateral or bilateral (list","Tomosynthesis, mammo",2025-09-12
"81001003Electrical stimulation, (unattended), to one or more areas, for chronic stage",Elec stim unattend for press,2025-09-12
"82001003Electrical stimulation, (unattended), to one or more areas, for wound care",Elect stim wound care not pd,2025-09-12
"83001003Electrical stimulation (unattended), to one or more areas for indication(s)",Elec stim other than wound,2025-09-12
"88001003Reconstruction, computed tomographic angiography of aorta for surgical planning","Recon, cta for surg plan",2025-09-12
"89001003Arthroscopy, knee, surgical, for removal of loose body, foreign body,","Arthro, loose body + chondro",2025-09-12
"93001003Noncovered surgical procedure(s) using conscious sedation, regional, general or","Non-cov surg proc,clin trial",2025-09-12
"94001003Noncovered procedure(s) using either no anesthesia or local anesthesia only, in","Non-cov proc, clinical trial",2025-09-12
"95001003Electromagnetic therapy, to one or more areas, for wound care other than",Electromagnetic therapy onc,2025-09-12
96001003Counseling visit to discuss need for lung cancer screening using low dose ct,Visit to determ ldct elig,2025-09-12
97001003Low dose ct scan (ldct) for lung cancer screening,Ldct for lung ca screen,2025-09-12
99001003Direct skilled nursing services of a registered nurse (rn) in the home health,Hhs/hospice of rn ea 15 min,2025-09-12
00001003Direct skilled nursing services of a licensed practical nurse (lpn) in the home,Hhs/hospice of lpn ea 15 min,2025-09-12
"02001003Pre-operative pulmonary surgery services for preparation for lvrs, complete",Pre-op service lvrs complete,2025-09-12
"03001003Pre-operative pulmonary surgery services for preparation for lvrs, 10 to 15",Pre-op service lvrs 10-15dos,2025-09-12
"04001003Pre-operative pulmonary surgery services for preparation for lvrs, 1 to 9 days",Pre-op service lvrs 1-9 dos,2025-09-12
"05001003Post-discharge pulmonary surgery services after lvrs, minimum of 6 days of",Post op service lvrs min 6,2025-09-12
"06001003Complete cbc, automated (hgb, hct, rbc, wbc, without platelet count) and",Cbc/diffwbc w/o platelet,2025-09-12
"07001003Complete (cbc), automated (hgb, hct, rbc, wbc; without platelet count)",Cbc without platelet,2025-09-12
08001003Creation of subcutaneous pocket with insertion of 180 day implantable,180 d implant glucose sensor,2025-09-12
